,user_id,item_id,rating
0,2199,7943,5.0
1,5792,7260,5.0
2,16321,1303,5.0
3,11877,1695,5.0
4,3587,9866,5.0
5,530,2744,5.0
6,3195,242,5.0
7,695,954,5.0
8,695,954,5.0
9,7462,954,5.0
10,7462,954,5.0
11,3195,242,5.0
12,2199,7943,5.0
13,3587,9866,5.0
14,3707,1390,5.0
15,11022,7467,5.0
16,6980,7467,5.0
17,530,6749,5.0
18,13139,5019,5.0
19,2482,2826,5.0
20,4775,7664,4.0
21,3605,7778,5.0
22,12924,9736,5.0
23,5190,9736,4.0
24,16653,7488,5.0
25,9089,5865,5.0
26,2909,8816,4.0
27,2909,8816,4.0
28,16079,3979,1.0
29,16856,7207,1.0
30,16856,7207,1.0
31,6477,5111,5.0
32,133,9016,5.0
33,133,9016,5.0
34,6477,5111,5.0
35,14230,7954,3.0
36,16079,3979,1.0
37,14230,7954,3.0
38,8656,9869,5.0
39,8656,9869,5.0
40,12014,2804,5.0
41,495,4476,5.0
42,9124,7693,4.0
43,9124,7693,4.0
44,14265,8690,5.0
45,14265,8690,5.0
46,2269,2645,2.0
47,2455,2645,4.0
48,7303,6805,5.0
49,2800,783,1.0
50,9783,236,1.0
51,9783,236,1.0
52,133,9022,5.0
53,133,9022,5.0
54,12924,8696,5.0
55,12014,2804,5.0
56,12924,8696,5.0
57,8656,10517,5.0
58,2800,783,1.0
59,12790,1092,5.0
60,6477,7254,5.0
61,7168,5301,4.0
62,7168,1836,4.0
63,14253,10045,5.0
64,12049,5924,5.0
65,530,9874,5.0
66,7168,5301,4.0
67,4696,9306,5.0
68,1409,8596,5.0
69,761,5031,5.0
70,3456,4011,5.0
71,3456,4011,5.0
72,14807,10613,5.0
73,5743,732,4.0
74,12473,9588,5.0
75,509,8990,3.0
76,9503,2372,5.0
77,10403,7385,5.0
78,6916,2102,5.0
79,1409,8596,5.0
80,1511,4064,5.0
81,14173,4064,5.0
82,530,4789,5.0
83,10276,4191,5.0
84,13707,1698,4.0
85,2800,784,1.0
86,530,1915,5.0
87,9654,5625,5.0
88,2269,4898,4.0
89,2455,469,2.0
90,7168,1841,4.0
91,14379,6280,5.0
92,9526,10927,5.0
93,133,3172,5.0
94,15727,7697,5.0
95,3677,2844,5.0
96,530,5483,5.0
97,9224,2752,5.0
98,16106,10909,5.0
99,12790,1092,5.0
100,530,9730,5.0
101,530,4790,5.0
102,6477,5109,5.0
103,6477,5109,5.0
104,3494,2720,4.0
105,8326,6480,5.0
106,7750,6480,4.0
107,7750,6480,4.0
108,8326,6480,5.0
109,10414,0,1.0
110,10414,0,1.0
111,3951,7372,4.0
112,659,5809,5.0
113,14230,7955,3.0
114,14230,7955,3.0
115,4696,8588,5.0
116,2871,8759,4.0
117,3839,6870,3.0
118,1405,6870,5.0
119,17085,9546,5.0
120,1884,5097,5.0
121,1884,5097,5.0
122,851,9279,4.0
123,9343,2516,5.0
124,6211,4711,5.0
125,6211,4711,5.0
126,8007,2667,5.0
127,8007,2667,5.0
128,17085,9546,5.0
129,9296,4849,5.0
130,9296,4849,5.0
131,8326,2190,1.0
132,8326,2190,1.0
133,15216,8572,5.0
134,15216,8572,5.0
135,9224,5938,5.0
136,9224,5938,5.0
137,2849,7080,5.0
138,530,4984,5.0
139,530,4984,5.0
140,11877,10267,5.0
141,11877,10267,5.0
142,2269,1079,3.0
143,2269,1079,3.0
144,11848,402,2.0
145,14622,1159,5.0
146,8548,9365,5.0
147,14253,10053,5.0
148,10386,9231,5.0
149,530,8718,3.0
150,530,8718,3.0
151,2628,488,5.0
152,15695,85,3.0
153,16183,8634,5.0
154,530,9730,5.0
155,530,10580,5.0
156,7462,6563,5.0
157,7267,2089,4.0
158,7267,2089,4.0
159,7462,6563,5.0
160,13634,7494,5.0
161,13634,7494,5.0
162,3999,6674,1.0
163,3999,6674,1.0
164,7462,953,5.0
165,695,953,5.0
166,695,953,5.0
167,7462,953,5.0
168,6765,9960,5.0
169,6765,9960,5.0
170,5388,6886,4.0
171,7303,8281,5.0
172,4404,9951,5.0
173,12915,2835,4.0
174,530,1752,5.0
175,6866,437,5.0
176,6211,8487,2.0
177,5502,1113,5.0
178,6980,4536,5.0
179,5502,1113,5.0
180,9296,7052,5.0
181,5623,9767,4.0
182,5623,9767,4.0
183,10779,6071,4.0
184,10779,6071,4.0
185,8178,8292,5.0
186,5743,732,4.0
187,2275,1198,5.0
188,7488,2605,5.0
189,7780,5877,3.0
190,7168,8640,5.0
191,7168,8640,5.0
192,16002,8141,5.0
193,16002,8141,5.0
194,12016,7012,5.0
195,12915,2095,5.0
196,9503,1807,3.0
197,3494,7287,4.0
198,2200,4846,5.0
199,2200,4846,5.0
200,14778,237,2.0
201,14778,237,2.0
202,9503,1807,3.0
203,5743,732,4.0
204,13218,10926,5.0
205,13218,10926,5.0
206,9124,6044,4.0
207,11022,6044,3.0
208,11022,6044,3.0
209,3707,6044,5.0
210,3707,6044,5.0
211,9124,6044,4.0
212,14902,3286,5.0
213,16653,2658,1.0
214,1854,372,5.0
215,14902,2811,5.0
216,955,7807,5.0
217,9124,1388,4.0
218,1714,7540,5.0
219,16168,6899,5.0
220,8046,2114,5.0
221,8046,2114,5.0
222,14902,76,5.0
223,11162,3058,5.0
224,14902,4697,5.0
225,7005,8616,4.0
226,4404,8616,5.0
227,354,10652,5.0
228,7267,10555,5.0
229,9513,3440,5.0
230,12915,1119,2.0
231,10442,4712,4.0
232,6678,3850,5.0
233,6678,3833,5.0
234,12993,139,2.0
235,8046,763,3.0
236,2816,50,5.0
237,16653,4195,1.0
238,6678,3829,5.0
239,530,4268,5.0
240,3999,4081,1.0
241,14902,10128,4.0
242,530,9054,4.0
243,530,8840,5.0
244,14902,337,5.0
245,530,4268,5.0
246,12594,2652,5.0
247,14486,9302,5.0
248,2200,4481,5.0
249,14778,2112,4.0
250,4521,10472,4.0
251,12508,4912,4.0
252,11786,3038,5.0
253,15736,5884,1.0
254,9124,7419,4.0
255,6273,2103,4.0
256,16226,2103,2.0
257,16330,9848,5.0
258,16321,1304,5.0
259,1454,5338,5.0
260,5159,4203,4.0
261,442,5068,5.0
262,13004,3261,4.0
263,5623,2962,4.0
264,9095,2453,5.0
265,6980,9150,5.0
266,5840,3130,4.0
267,6392,2177,5.0
268,2269,6460,5.0
269,14684,3718,5.0
270,9162,1131,5.0
271,2059,10003,5.0
272,1972,1944,4.0
273,7303,2725,4.0
274,12837,4968,5.0
275,12837,4970,5.0
276,14902,3284,5.0
277,14902,3284,5.0
278,2455,7398,5.0
279,10123,4809,2.0
280,12915,10191,5.0
281,8379,5435,5.0
282,6678,7863,4.0
283,12594,5536,4.0
284,12594,5536,4.0
285,776,8838,5.0
286,776,8838,5.0
287,5792,2846,5.0
288,530,921,5.0
289,5792,2846,5.0
290,16032,10074,5.0
291,16032,10074,5.0
292,12815,8951,2.0
293,9513,6645,4.0
294,13094,10328,5.0
295,3677,8098,5.0
296,13094,10328,5.0
297,1884,5730,5.0
298,1884,5730,5.0
299,15727,7696,4.0
300,15727,7696,4.0
301,4696,9307,5.0
302,530,3347,5.0
303,2628,6215,5.0
304,12283,9138,5.0
305,16428,4615,1.0
306,16428,4615,1.0
307,1972,6604,5.0
308,1972,6604,5.0
309,4696,1514,5.0
310,2593,6606,5.0
311,2593,6606,5.0
312,14130,10297,5.0
313,7955,2467,5.0
314,3951,10297,5.0
315,11877,1695,5.0
316,6947,6979,3.0
317,6678,7823,5.0
318,17085,9541,5.0
319,13634,7793,5.0
320,13634,7793,5.0
321,3587,9862,5.0
322,530,9617,5.0
323,14230,8539,3.0
324,16094,300,4.0
325,9513,4642,5.0
326,9513,4642,5.0
327,15695,8226,3.0
328,12038,4739,5.0
329,530,9219,5.0
330,12038,4739,5.0
331,12283,1981,5.0
332,14699,7479,2.0
333,530,489,1.0
334,14699,7479,2.0
335,3707,484,5.0
336,11598,7479,5.0
337,11598,7479,5.0
338,8656,10519,5.0
339,14486,2066,5.0
340,10077,10518,5.0
341,14486,2066,5.0
342,10077,10518,5.0
343,8656,10518,5.0
344,8656,10519,5.0
345,10077,10519,5.0
346,2781,6818,5.0
347,2267,6818,5.0
348,2267,6818,5.0
349,9858,6818,5.0
350,9858,6818,5.0
351,2781,6818,5.0
352,10077,10519,5.0
353,2816,51,5.0
354,8656,10518,5.0
355,530,2699,2.0
356,6798,3518,5.0
357,530,4266,5.0
358,6329,3607,5.0
359,13218,7491,5.0
360,13218,7491,5.0
361,2269,6080,4.0
362,2269,6080,4.0
363,530,2699,2.0
364,16480,140,5.0
365,604,9796,5.0
366,14902,10130,5.0
367,2059,10006,5.0
368,2059,10006,5.0
369,8178,10264,5.0
370,16416,9137,5.0
371,16416,9137,5.0
372,16591,9080,3.0
373,16591,9080,3.0
374,12116,6401,4.0
375,955,7803,5.0
376,12116,6401,4.0
377,9124,6588,4.0
378,9296,7431,5.0
379,11926,4781,3.0
380,14902,10131,5.0
381,9224,2525,5.0
382,9224,2525,5.0
383,12283,1988,5.0
384,2871,210,2.0
385,223,3343,5.0
386,223,3343,5.0
387,530,6818,5.0
388,530,6818,5.0
389,2275,9619,2.0
390,530,9873,5.0
391,12283,1988,5.0
392,13692,8116,5.0
393,530,9873,5.0
394,2275,9621,2.0
395,2275,9621,2.0
396,11848,3401,5.0
397,7490,10270,5.0
398,10737,4902,2.0
399,4699,7904,5.0
400,133,10802,5.0
401,223,9292,4.0
402,12924,8558,5.0
403,8326,6522,3.0
404,9162,7298,5.0
405,9858,9613,5.0
406,530,8048,5.0
407,12473,3988,3.0
408,10403,5864,5.0
409,9089,5864,5.0
410,9089,5864,5.0
411,10403,5864,5.0
412,2455,4740,4.0
413,14265,693,3.0
414,1511,1101,5.0
415,6525,2983,2.0
416,14622,1101,5.0
417,530,10539,1.0
418,14807,1101,5.0
419,11425,2989,5.0
420,9947,9797,3.0
421,530,4647,5.0
422,2680,990,4.0
423,6980,4717,5.0
424,9503,10650,3.0
425,7182,4822,3.0
426,9296,3145,4.0
427,14173,10843,4.0
428,13218,10926,5.0
429,6798,9090,5.0
430,2593,4896,4.0
431,5502,9000,5.0
432,9162,4766,5.0
433,7644,6106,1.0
434,3481,3151,5.0
435,16809,1527,5.0
436,9089,189,5.0
437,11877,3728,5.0
438,11877,3728,5.0
439,2269,8996,5.0
440,16950,9717,1.0
441,4404,6827,4.0
442,12473,8465,5.0
443,9939,7837,4.0
444,10386,7665,5.0
445,8868,7665,5.0
446,530,1659,5.0
447,530,1659,5.0
448,14306,4223,5.0
449,12473,8465,5.0
450,16321,8507,4.0
451,530,7020,5.0
452,7303,9168,5.0
453,13707,6229,4.0
454,11877,7301,4.0
455,3481,10814,5.0
456,9858,7359,5.0
457,14778,1751,5.0
458,16591,6605,5.0
459,16591,6605,5.0
460,9124,8071,4.0
461,12473,10232,5.0
462,12473,10232,5.0
463,13,10190,3.0
464,9124,8071,4.0
465,7955,5503,5.0
466,15695,5397,4.0
467,530,4852,5.0
468,176,10332,5.0
469,6798,2759,4.0
470,15906,368,5.0
471,4989,3777,5.0
472,14867,3180,3.0
473,14778,247,4.0
474,14684,9089,5.0
475,10123,4809,2.0
476,9089,1549,5.0
477,14684,9089,5.0
478,3481,10810,5.0
479,16304,9691,5.0
480,3481,10810,5.0
481,6980,4310,1.0
482,3600,10512,5.0
483,14622,3236,5.0
484,11848,6819,2.0
485,14306,773,2.0
486,530,6201,2.0
487,10737,1160,5.0
488,11575,6056,4.0
489,9124,6074,4.0
490,6489,9678,5.0
491,6798,10978,4.0
492,2951,9670,5.0
493,11848,6819,2.0
494,530,5165,5.0
495,9089,192,5.0
496,16428,10944,5.0
497,1454,1972,4.0
498,11875,1972,5.0
499,176,600,5.0
500,119,10760,5.0
501,7397,4155,5.0
502,14684,8971,5.0
503,12915,4920,5.0
504,7490,10273,5.0
505,9124,8993,4.0
506,16106,10176,5.0
507,530,8721,3.0
508,4803,3986,5.0
509,4803,3986,5.0
510,776,2459,1.0
511,776,2459,1.0
512,12049,772,5.0
513,7934,7263,5.0
514,9844,10979,1.0
515,530,7079,2.0
516,12365,7079,5.0
517,9124,7621,4.0
518,7435,990,4.0
519,2849,7080,5.0
520,9526,9255,5.0
521,9124,6789,4.0
522,10386,6739,5.0
523,6798,10979,4.0
524,11022,9252,5.0
525,530,9252,5.0
526,1884,10438,4.0
527,15755,6199,5.0
528,2959,5969,4.0
529,6392,5205,4.0
530,8326,4415,2.0
531,955,7804,5.0
532,2269,9785,5.0
533,14173,4288,5.0
534,13855,2726,1.0
535,10123,4809,2.0
536,11598,7479,5.0
537,14699,7479,2.0
538,3677,8120,5.0
539,14699,7479,2.0
540,11598,7479,5.0
541,9089,8120,5.0
542,530,4790,5.0
543,9089,8297,3.0
544,12915,5279,5.0
545,12915,5279,5.0
546,6392,8605,5.0
547,2269,9786,5.0
548,12283,1992,5.0
549,8178,1945,5.0
550,8178,1945,5.0
551,11425,7294,5.0
552,11425,7294,5.0
553,354,3196,3.0
554,12924,698,5.0
555,14778,10913,5.0
556,9947,10882,2.0
557,9089,189,5.0
558,9089,8113,5.0
559,1409,10147,5.0
560,7267,2100,4.0
561,9089,10587,5.0
562,16032,464,5.0
563,1409,10144,5.0
564,14622,2173,5.0
565,12924,8558,5.0
566,530,172,5.0
567,6094,10429,4.0
568,8007,2660,5.0
569,9124,3379,4.0
570,530,1991,1.0
571,530,4784,5.0
572,1714,4867,3.0
573,8178,7432,2.0
574,2059,10000,5.0
575,9095,8994,5.0
576,6477,5537,3.0
577,3707,6999,5.0
578,16226,4617,1.0
579,5153,9665,5.0
580,9242,4251,5.0
581,9124,3384,4.0
582,3387,5366,5.0
583,9095,4846,5.0
584,16256,1274,1.0
585,11848,6819,2.0
586,2200,10246,4.0
587,3951,9857,5.0
588,16032,486,5.0
589,9089,8021,5.0
590,5623,8844,4.0
591,955,7810,5.0
592,5792,501,5.0
593,12815,2240,5.0
594,7099,2479,4.0
595,10655,7977,4.0
596,7303,7977,5.0
597,530,10220,2.0
598,133,5523,5.0
599,5624,31,5.0
600,530,6537,5.0
601,7566,8613,5.0
602,3677,8118,5.0
603,6477,1885,5.0
604,3597,6598,5.0
605,12790,1851,4.0
606,3273,10034,5.0
607,8326,483,5.0
608,12837,5374,5.0
609,12402,8561,5.0
610,12402,8561,5.0
611,12049,483,5.0
612,3707,4882,2.0
613,530,10007,5.0
614,2269,9784,5.0
615,12837,5375,5.0
616,6980,10967,5.0
617,3707,4882,2.0
618,15695,5396,5.0
619,2455,469,2.0
620,11162,4409,5.0
621,5792,965,5.0
622,12508,2094,4.0
623,9124,9560,4.0
624,8777,10187,5.0
625,2628,10187,5.0
626,12640,735,5.0
627,2269,10837,5.0
628,6158,10422,5.0
629,15727,7748,4.0
630,6464,1851,4.0
631,6947,6985,3.0
632,3456,4009,5.0
633,530,1344,5.0
634,5792,6179,1.0
635,6947,6974,3.0
636,14867,532,4.0
637,3456,5304,5.0
638,10288,1337,5.0
639,7462,468,5.0
640,11848,8301,5.0
641,2628,3626,3.0
642,8659,3192,5.0
643,14173,2068,5.0
644,16856,6813,1.0
645,530,9713,4.0
646,9095,7624,5.0
647,7005,3086,3.0
648,16256,1315,4.0
649,6369,476,5.0
650,14807,2948,5.0
651,16321,8736,4.0
652,9667,8042,3.0
653,509,8985,5.0
654,6211,8487,2.0
655,9162,7585,5.0
656,530,4222,3.0
657,3951,10292,5.0
658,9095,4935,5.0
659,16079,7458,5.0
660,2965,9242,3.0
661,2593,4751,4.0
662,8779,8981,5.0
663,9667,3983,1.0
664,15695,7246,4.0
665,530,8049,5.0
666,530,10362,1.0
